REGIONE,Candidato,PREFERENZE
CALABRIA,ARNALDO GADOLA,10
CALABRIA,FRANCESCO GALTIERI,273
CALABRIA,ALFONSO GAMBARDELLA,28
CALABRIA,CHIARA MARIA GEMMA,6730
CALABRIA,MARCELLO GEMMATO,476
CALABRIA,ELENA GENTILE,3722
CALABRIA,ISABELLA GENTILE,536
CALABRIA,STEFANIA GENTILE,1058
CALABRIA,DANIELA GIANNINI,22
CALABRIA,VINCENZO GIORDANO,548
CALABRIA,VALENTINO GRANT,825
CALABRIA,LUIGI GUBELLO,21
CALABRIA,FRANCESCO ANTONIO IACUCCI,22439
CALABRIA,GIOVANNI IANNEI,4
CALABRIA,ANTONIO ILARDI,232
CALABRIA,VINCENZO IORIO,6
CALABRIA,LEILA KECHOUD,248
CALABRIA,GIUSEPPE LACICERCHIA,49
CALABRIA,MARIA ROSARIA LAGROTTA,5538
CALABRIA,ANTONINO LAVEGLIA,3
CALABRIA,FELICE LECCISO,2
CALABRIA,ANTONELLA LELLA,774
CALABRIA,VITTORIA LEONE,653
CALABRIA,MARIA LETIZIA,94
CALABRIA,ALESSANDRA LEUZZI,195
CALABRIA,COSIMO LIMARDO,62
CALABRIA,ANTONIO LUONGO,45
CALABRIA,FEDERICA LUPI,18
CALABRIA,GIORGIO MAGLIOCCA,373
CALABRIA,LUCIA MANCIERO,13
CALABRIA,SILVJA MANZI,146
CALABRIA,LUCA MARIOTTO,17
CALABRIA,ANNA MARRO,1580
CALABRIA,FULVIO MARTUSCIELLO,10231
CALABRIA,BARBARA MATERA,1864
CALABRIA,MARIO WALTER MAURO,1876
CALABRIA,GERARDOVITOMARIA MAZZA,120
CALABRIA,STELLA MELE,3282
CALABRIA,GIORGIA MELONI,24216
CALABRIA,LUCIANO MONTICELLI,13
CALABRIA,ALBERTO MONTORO,44
CALABRIA,GIUSEPPE MORELLI,23
CALABRIA,PALMO ANTONINO MOSAICO,23
CALABRIA,ALBERTO MUSACCHIO,19
CALABRIA,ALESSANDRA MUSSOLINI,3426
CALABRIA,CAIO GIULIO CESARE MUSSOLINI,3017
CALABRIA,ALESSANDRO MUSTILLO,194
CALABRIA,LUIGI NAPOLITANO,756
CALABRIA,PAOLA NATALICCHIO,626
CALABRIA,GENNARO NENNA,11
CALABRIA,DENIS DOMENICO NESCI,26300
CALABRIA,LUCIA ANITA NUCERA ,20243
CALABRIA,CATERINA ORONZO,11
CALABRIA,SALVATORE PACELLA,1
CALABRIA,CLAUDIA PAGLIARICCIO,17
CALABRIA,IVANA PALIERI,16
CALABRIA,MARCO PALLADINO,45
CALABRIA,LUIGI PANDOLFI,2463
CALABRIA,ROBERTO PANO,9
CALABRIA,MASSIMO PAOLUCCI,12149
CALABRIA,RAIMONDO PASQUINO,1992
CALABRIA,ALDO PATRICIELLO,5075
CALABRIA,ANTONIETTA PECCHIA,820
CALABRIA,GIUSEPPE PEDA',19670
CALABRIA,PIERNICOLA PEDICINI,4661
CALABRIA,MARIANO PELUSO,1072
CALABRIA,MAURIZIO PENDENZA,15
CALABRIA,PATRIZIA PERRONE,57
CALABRIA,FRANCESCA PESCE,2507
CALABRIA,ANNA PETRONE,763
CALABRIA,LUIGI ANTONIO PETRONI,1602
CALABRIA,EDUARDO MARIA PICCIRILLI,199
CALABRIA,LUCIA PICICCI,3
CALABRIA,GIUSEPPINA PICIERNO,17798
CALABRIA,MICHELE PINASSI,10
CALABRIA,ALFONSINO PISICCHIO,256
CALABRIA,ANTONIO POCCHIA,29
CALABRIA,FILOMENA POLLINZI,652
CALABRIA,FRANCESCA ANASTASIA PORPIGLIA,9683
CALABRIA,GIUSEPPE PRENCIPE,0
CALABRIA,FRANCA PULPITO,336
CALABRIA,MARIANNA PUZO,27
CALABRIA,MARIO QUAGLIERI,92
CALABRIA,FRANCESCO QUARTARONE,3
CALABRIA,GIANLUCA RANIERI,2333
CALABRIA,ANNA TONIA RAVICINI,13
CALABRIA,CARMELA RESCIGNO,8370
CALABRIA,MICHELA RESCIGNO,1380
CALABRIA,DANIELA RINALDINI,23
CALABRIA,MARCO RIZZO,1190
CALABRIA,ERALDO RIZZUTI,1158
CALABRIA,FRANCO ROBERTI,11039
CALABRIA,SALVATORE RONGHI,1535
CALABRIA,SIMONA RUSSO,1921
CALABRIA,VINCENZO SACCO,71
CALABRIA,MATTEO SALVINI,44214
CALABRIA,SIMONA SAPIGNOLI,289
CALABRIA,INGRID SATTEL,15
CALABRIA,LUCIA SBANO,106
CALABRIA,ALESSANDRA SENATORE,368
CALABRIA,NADIA SGRO,506
CALABRIA,ALESSANDRA SICILIANO,61
CALABRIA,SERGIO PAOLO FRANCESCO SILVESTRIS,2077
CALABRIA,VINCENZO SOFO,20238
CALABRIA,EMMANUELE SOMMA,12
CALABRIA,CARMINE SPIAGGIA,9
CALABRIA,CRISTINA SPINELLI,92
CALABRIA,EMMA STAINE,5597
CALABRIA,INNOCENZA ANNA STARACE,28
CALABRIA,SILVIA STEFANI,13
CALABRIA,ELEONORA STOMEO,44
CALABRIA,IVAN STOMEO,817
CALABRIA,ROSARIA TALARICO,249
CALABRIA,RAFFAELLA TANDOI,7
CALABRIA,LAURA TERRANA,34
CALABRIA,GIUSEPPINA TESORIERO,4
CALABRIA,ANTONIO TISCI,914
CALABRIA,LOREDANA TOMACIELLO,4
CALABRIA,AURELIO TOMMASETTI,1003
CALABRIA,UGO TOZZI,434
CALABRIA,EMANUELA TRIMARCHI,1523
CALABRIA,MICHELINA TUMMOLO,0
CALABRIA,GIUSEPPE VENTURA,49
CALABRIA,MARIANGELA VERARDI,642
CALABRIA,MARIELLA VERDOLIVA,219
CALABRIA,LUCREZIA VINCI,691
CALABRIA,VALERIA VOTANO,615
CALABRIA,LUCIA VUOLO,1994
CALABRIA,LUISANTONIO ZANIN,15
CALABRIA,FELICE ZINGARELLI,21
CALABRIA,MARGHERITA ANTONIA ZUMBO,134
CAMPANIA,MICHELE ABBATICCHIO,1458
CAMPANIA,KATIA ACQUAVIVA,16
CAMPANIA,FRANCESCO ADAMO,20
CAMPANIA,RAFFAELLO ADESSO,2657
CAMPANIA,ISABELLA ADINOLFI,32668
CAMPANIA,DANIELA AIUTO,465
CAMPANIA,CROCIFISSO ALOISI,144
CAMPANIA,CIRO AMALFI,699
CAMPANIA,APOLLONIA AMATI,12
CAMPANIA,MONICA AMICI,34
CAMPANIA,ORLANDO AMODEO,673
CAMPANIA,ILARIA ANTELMI,3172
CAMPANIA,DOMENICO AQUINO,53
CAMPANIA,SILVANA ARBIA,177
CAMPANIA,VIOLETTA ARCURI,361
CAMPANIA,MICHELA ARRICALE,1946
CAMPANIA,FRANCO AUFIERO,120
CAMPANIA,ALESSIA AUGELLO,10
CAMPANIA,LUCA AVAGNINA,198
CAMPANIA,VITO AVALLONE,16055
CAMPANIA,ROSARIO ACHILLE AVERSA,877
CAMPANIA,ELIANA BALDO,1883
CAMPANIA,GERARTA BALLO,5273
CAMPANIA,CARLO BARBANO,7
CAMPANIA,GIUSEPPE BARBARO,282
CAMPANIA,CRISTINA DIANA BARGU,171
CAMPANIA,GIOVANNINA BASTONE,72
CAMPANIA,CARMELA BELLAME,1423
CAMPANIA,LAURA BERGAMINI,341
CAMPANIA,SILVIO BERLUSCONI,77839
CAMPANIA,ALDO BERNARDINI,17
CAMPANIA,PIETRO BEVILACQUA,834
CAMPANIA,LAURA BIANCINI,24
CAMPANIA,SARA BONANNO,44
CAMPANIA,GIOVANBATTISTA BONDESAN,203
CAMPANIA,VINCENZO BOTTA,214
CAMPANIA,NICOLA BRIENZA,347
CAMPANIA,ANNUNZIATA BRUNO,287
CAMPANIA,FORTUNATO MARIA CACCIATORE,3687
CAMPANIA,STEFANIA CALCAGNO,77
CAMPANIA,DANIELA CALDERANO,1358
CAMPANIA,FULVIA MICHELA CALIGIURI,1249
CAMPANIA,ISABELLA CAMPANA,316
CAMPANIA,TERESA CANTONE,42
CAMPANIA,LUCA CAPPELLETTI,23
CAMPANIA,NICOLA CAPUANO,101
CAMPANIA,NICOLA CAPUTO,50039
CAMPANIA,DOMENICO CARLUCCI,5
CAMPANIA,ANDREA CAROPPO,3800
CAMPANIA,COSIMO DAMIANO CARTELLINO,31
CAMPANIA,MASSIMO CASANOVA,6683
CAMPANIA,LUIGI CATALANO,40
CAMPANIA,SALVATORE CATELLO,126
CAMPANIA,LAURA CAVALIERO,17
CAMPANIA,PAOLA CAVALLETTO,40
CAMPANIA,CRISTIANO CERIELLO,887
CAMPANIA,GIANCARLO CERRELLI,12122
CAMPANIA,CATERINA CERRONI,10392
CAMPANIA,LORENZO CESA,13008
CAMPANIA,EMMA CHIAIA,231
CAMPANIA,MARIAGRAZIA CHIUSOLO,17274
CAMPANIA,DIEGO AMEDEO CIANCETTA,12
CAMPANIA,LEONARDO CICCOPIEDI,1864
CAMPANIA,ANNA CIRIANI,65
CAMPANIA,ADRIANA COLACICCO,91
CAMPANIA,ELVIO COVINO,663
CAMPANIA,ANDREA COZZOLINO,39404
CAMPANIA,ROSARIA CUOMO,424
CAMPANIA,ANTONELLO D'ALOISIO,130
CAMPANIA,ROSA D'AMATO,4577
CAMPANIA,FILOMENA D'ANTINI,560
CAMPANIA,ELEONORA D'ANTONI,24
CAMPANIA,MARGHERITA D'URBANO,158
CAMPANIA,GIUSTINO D'UVA,64
CAMPANIA,REBECCA DAMIANI,12
CAMPANIA,MARCO DE ANDREIS,161
CAMPANIA,ELISABETTA DE BLASIS,543
CAMPANIA,BEATRICE DE DONATO,653
CAMPANIA,CIRA DE FALCO,121
CAMPANIA,ALBERTO CLAUDIO DE GIGLIO,1205
CAMPANIA,MARIA CRISTINA DE PASCALIS,38
CAMPANIA,SERENA DEL NEGRO,200
CAMPANIA,FLAVIO DEL SOLDATO,12
CAMPANIA,LIVIA DELL'ANNA,165
CAMPANIA,DANILO DELLA VALLE,18779
CAMPANIA,KATIA DI LELLA,41
CAMPANIA,LUIGI DI LIBERTO,298
CAMPANIA,LOREDANA DI LORENZO,60
CAMPANIA,ANTIMINA DI MATTEO,12472
CAMPANIA,VALERIA DI NINO,2004
CAMPANIA,NICOLA DI PALMA,252
CAMPANIA,PAOLA DI SALVATORE,1400
CAMPANIA,MARCO DI SALVO,72
CAMPANIA,PIERFRANCESCO DI SALVO,30
CAMPANIA,SIMONE DI STEFANO,1524
CAMPANIA,ROBERTA DIANA,12
CAMPANIA,FRANCA ROSARIA ESPOSITO,293
CAMPANIA,LUIGI ESPOSITO,4241
CAMPANIA,GIOVANNI FABBRIS,1450
CAMPANIA,MIRCO FANIZZI,30
CAMPANIA,ANNUNZIATA FARASO,31
CAMPANIA,ENRICO FARINA,16893
CAMPANIA,GIULIANA FARINARO,280
CAMPANIA,ASCENZA LOREDANA FASANO,130
CAMPANIA,ROSSELLA  FASULO,1087
CAMPANIA,ANGELO FRANCESCO FAZZARI,1
CAMPANIA,ALESSIO FENIELLO,212
CAMPANIA,GIUSEPPE FERRANDINO,57272
CAMPANIA,LAURA FERRARA,22162
CAMPANIA,SARA FERRI,470
CAMPANIA,ROBERTO FIORE,420
CAMPANIA,LUCIA FIRMANI,21
CAMPANIA,RAFFAELE FITTO,12062
CAMPANIA,EMMANUELA FLORINO,851
CAMPANIA,ELEONORA FORENZA,7844
CAMPANIA,ALESSANDRO FUCITO,6252
CAMPANIA,MARIO FURORE,2820
CAMPANIA,ARNALDO GADOLA,673
CAMPANIA,FRANCESCO GALTIERI,1320
CAMPANIA,ALFONSO GAMBARDELLA,712
CAMPANIA,CHIARA MARIA GEMMA,35504
CAMPANIA,MARCELLO GEMMATO,1022
CAMPANIA,ELENA GENTILE,22778
CAMPANIA,ISABELLA GENTILE,817
CAMPANIA,STEFANIA GENTILE,3851
CAMPANIA,DANIELA GIANNINI,49
CAMPANIA,VINCENZO GIORDANO,87
CAMPANIA,VALENTINO GRANT,33104
CAMPANIA,LUIGI GUBELLO,61
CAMPANIA,FRANCESCO ANTONIO IACUCCI,423
CAMPANIA,GIOVANNI IANNEI,197
CAMPANIA,ANTONIO ILARDI,4045
CAMPANIA,VINCENZO IORIO,311
CAMPANIA,LEILA KECHOUD,1364
CAMPANIA,GIUSEPPE LACICERCHIA,126
CAMPANIA,MARIA ROSARIA LAGROTTA,90
CAMPANIA,ANTONINO LAVEGLIA,12
CAMPANIA,FELICE LECCISO,3
CAMPANIA,ANTONELLA LELLA,1530
CAMPANIA,VITTORIA LEONE,43
CAMPANIA,MARIA LETIZIA,4598
CAMPANIA,ALESSANDRA LEUZZI,49
CAMPANIA,COSIMO LIMARDO,8
CAMPANIA,ANTONIO LUONGO,1102
CAMPANIA,FEDERICA LUPI,49
CAMPANIA,GIORGIO MAGLIOCCA,20376
CAMPANIA,LUCIA MANCIERO,697
CAMPANIA,SILVJA MANZI,575
CAMPANIA,LUCA MARIOTTO,5
CAMPANIA,ANNA MARRO,16132
CAMPANIA,FULVIO MARTUSCIELLO,31488
CAMPANIA,BARBARA MATERA,23214
CAMPANIA,MARIO WALTER MAURO,936
CAMPANIA,GERARDOVITOMARIA MAZZA,120
CAMPANIA,STELLA MELE,2020
CAMPANIA,GIORGIA MELONI,40199
CAMPANIA,LUCIANO MONTICELLI,128
CAMPANIA,ALBERTO MONTORO,317
CAMPANIA,GIUSEPPE MORELLI,61
CAMPANIA,PALMO ANTONINO MOSAICO,22
CAMPANIA,ALBERTO MUSACCHIO,29
CAMPANIA,ALESSANDRA MUSSOLINI,7281
CAMPANIA,CAIO GIULIO CESARE MUSSOLINI,7443
CAMPANIA,ALESSANDRO MUSTILLO,156
CAMPANIA,LUIGI NAPOLITANO,21267
CAMPANIA,PAOLA NATALICCHIO,1800
CAMPANIA,GENNARO NENNA,191
CAMPANIA,DENIS DOMENICO NESCI,11034
CAMPANIA,LUCIA ANITA NUCERA ,2086
CAMPANIA,CATERINA ORONZO,33
CAMPANIA,SALVATORE PACELLA,167
CAMPANIA,CLAUDIA PAGLIARICCIO,14
CAMPANIA,IVANA PALIERI,79
CAMPANIA,MARCO PALLADINO,1101
CAMPANIA,LUIGI PANDOLFI,172
CAMPANIA,ROBERTO PANO,17
CAMPANIA,MASSIMO PAOLUCCI,20271
CAMPANIA,RAIMONDO PASQUINO,10381
CAMPANIA,ALDO PATRICIELLO,50428
CAMPANIA,ANTONIETTA PECCHIA,9085
CAMPANIA,GIUSEPPE PEDA',654
CAMPANIA,PIERNICOLA PEDICINI,26321
CAMPANIA,MARIANO PELUSO,20932
CAMPANIA,MAURIZIO PENDENZA,25
CAMPANIA,PATRIZIA PERRONE,1091
CAMPANIA,FRANCESCA PESCE,616
CAMPANIA,ANNA PETRONE,31437
CAMPANIA,LUIGI ANTONIO PETRONI,2055
CAMPANIA,EDUARDO MARIA PICCIRILLI,5318
CAMPANIA,LUCIA PICICCI,12
CAMPANIA,GIUSEPPINA PICIERNO,33682
CAMPANIA,MICHELE PINASSI,31
CAMPANIA,ALFONSINO PISICCHIO,1988
CAMPANIA,ANTONIO POCCHIA,8
CAMPANIA,FILOMENA POLLINZI,239
CAMPANIA,FRANCESCA ANASTASIA PORPIGLIA,406
CAMPANIA,GIUSEPPE PRENCIPE,1
CAMPANIA,FRANCA PULPITO,746
CAMPANIA,MARIANNA PUZO,1167
CAMPANIA,MARIO QUAGLIERI,314
CAMPANIA,FRANCESCO QUARTARONE,9
CAMPANIA,GIANLUCA RANIERI,4162
CAMPANIA,ANNA TONIA RAVICINI,37
CAMPANIA,CARMELA RESCIGNO,29275
CAMPANIA,MICHELA RESCIGNO,9442
CAMPANIA,DANIELA RINALDINI,170
CAMPANIA,MARCO RIZZO,1648
CAMPANIA,ERALDO RIZZUTI,106
CAMPANIA,FRANCO ROBERTI,97554
CAMPANIA,SALVATORE RONGHI,8989
CAMPANIA,SIMONA RUSSO,9525
CAMPANIA,VINCENZO SACCO,8
CAMPANIA,MATTEO SALVINI,115284
CAMPANIA,SIMONA SAPIGNOLI,19996
CAMPANIA,INGRID SATTEL,45
CAMPANIA,LUCIA SBANO,9
CAMPANIA,ALESSANDRA SENATORE,5309
CAMPANIA,NADIA SGRO,10201
CAMPANIA,ALESSANDRA SICILIANO,210
CAMPANIA,SERGIO PAOLO FRANCESCO SILVESTRIS,2727
CAMPANIA,VINCENZO SOFO,6754
CAMPANIA,EMMANUELE SOMMA,188
CAMPANIA,CARMINE SPIAGGIA,1764
CAMPANIA,CRISTINA SPINELLI,40
CAMPANIA,EMMA STAINE,2418
CAMPANIA,INNOCENZA ANNA STARACE,156
CAMPANIA,SILVIA STEFANI,22
CAMPANIA,ELEONORA STOMEO,132
CAMPANIA,IVAN STOMEO,1883
CAMPANIA,ROSARIA TALARICO,40
CAMPANIA,RAFFAELLA TANDOI,3
CAMPANIA,LAURA TERRANA,108
CAMPANIA,GIUSEPPINA TESORIERO,229
CAMPANIA,ANTONIO TISCI,1015
CAMPANIA,LOREDANA TOMACIELLO,216
CAMPANIA,AURELIO TOMMASETTI,22228
CAMPANIA,UGO TOZZI,12657
CAMPANIA,EMANUELA TRIMARCHI,596
CAMPANIA,MICHELINA TUMMOLO,1
CAMPANIA,GIUSEPPE VENTURA,1691
CAMPANIA,MARIANGELA VERARDI,94
CAMPANIA,MARIELLA VERDOLIVA,6323
CAMPANIA,LUCREZIA VINCI,698
CAMPANIA,VALERIA VOTANO,130
CAMPANIA,LUCIA VUOLO,36814
CAMPANIA,LUISANTONIO ZANIN,52
CAMPANIA,FELICE ZINGARELLI,87
CAMPANIA,MARGHERITA ANTONIA ZUMBO,4
EMILIA-ROMAGNA,MARCO AFFRONTE,1275
EMILIA-ROMAGNA,ISMAIL AIT YAHYA,324
EMILIA-ROMAGNA,UMBERTO AMATO,2
EMILIA-ROMAGNA,GIORGIO ANDRIAN,193
EMILIA-ROMAGNA,LAURA ANTONINI,370
EMILIA-ROMAGNA,GEORGIOS APOSTOLOU,54
EMILIA-ROMAGNA,SILVANA ARBIA,114
EMILIA-ROMAGNA,ALESSIA AUGELLO,19
EMILIA-ROMAGNA,BRIGITTE MARIE AUTRET,2
EMILIA-ROMAGNA,ROBERTO AZZALIN,22
EMILIA-ROMAGNA,FRANCESCA BARBIERATO,3
EMILIA-ROMAGNA,CRISTINA DIANA BARGU,68
EMILIA-ROMAGNA,ALESSANDRA BASSO,5444
EMILIA-ROMAGNA,GIOVANNINA BASTONE,13
EMILIA-ROMAGNA,ROBERTO BATTISTON,7450
EMILIA-ROMAGNA,MADDALENA BEDEI,9
EMILIA-ROMAGNA,ANDREA BELLAVITE,174
EMILIA-ROMAGNA,FIORELLA BELPOGGI,1270
EMILIA-ROMAGNA,LAURA BERGAMINI,463
EMILIA-ROMAGNA,SERGIO ANTONIO BERLATO,882
EMILIA-ROMAGNA,SILVIO BERLUSCONI,31905
EMILIA-ROMAGNA,UGO BERTINELLI,61
EMILIA-ROMAGNA,CHIARA BERTOGALLI,2090
EMILIA-ROMAGNA,EMANUELA BIAGI,119
EMILIA-ROMAGNA,MARA BIZZOTTO,2437
EMILIA-ROMAGNA,CRISTIAN BOLZONELLA,101
EMILIA-ROMAGNA,ANDREA BONAZZA,29
EMILIA-ROMAGNA,ANGELO BONELLI,1076
EMILIA-ROMAGNA,PAOLO BORCHIA,1619
EMILIA-ROMAGNA,DAVID BORRELLI,130
EMILIA-ROMAGNA,ALICE BROMBIN,170
EMILIA-ROMAGNA,ANNUNZIATA BRUNO,28
EMILIA-ROMAGNA,ROBERTO BUSSINELLO,7
EMILIA-ROMAGNA,STEFANIA CALCAGNO,157
EMILIA-ROMAGNA,CARLO CALENDA,103148
EMILIA-ROMAGNA,GLORIA CALLARELLI,4
EMILIA-ROMAGNA,ANTONIO SILVIO CALO',3752
EMILIA-ROMAGNA,ISABELLA CAMPANA,133
EMILIA-ROMAGNA,VLADIMIRO CAMPELLO,10
EMILIA-ROMAGNA,ANTONIO CANDIELLO,181
EMILIA-ROMAGNA,CARLO ANDREA CARDONA,0
EMILIA-ROMAGNA,VALENTINA CASTALDINI,4453
EMILIA-ROMAGNA,LUCA CASTELLINI,30
EMILIA-ROMAGNA,ALESSIA CERENTIN,289
EMILIA-ROMAGNA,CRISTIANO CERIELLO,184
EMILIA-ROMAGNA,ADELMO CERVI,3215
EMILIA-ROMAGNA,ALESSANDRA CHIANTONI,475
EMILIA-ROMAGNA,GIANMARCO CHILELLI,55
EMILIA-ROMAGNA,GIOVANNI CHIUCCHI,16
EMILIA-ROMAGNA,TIZIANA CIMOLINO,68
EMILIA-ROMAGNA,RITA CINTI LUCIANI,1523
EMILIA-ROMAGNA,VALLI' CIPRIANI,8259
EMILIA-ROMAGNA,STEFANO CIRELLA,19
EMILIA-ROMAGNA,LUCA CIRIANI,174
EMILIA-ROMAGNA,FRANCESCO CLUN,4
EMILIA-ROMAGNA,MAURO COLLINA,1391
EMILIA-ROMAGNA,SIMONE CONDORELLI,6
EMILIA-ROMAGNA,CARLA CONDURSO,17
EMILIA-ROMAGNA,FIORENZO CONSOLI,33
EMILIA-ROMAGNA,ROSANNA CONTE,814
EMILIA-ROMAGNA,SIMONE CONTRO,381
EMILIA-ROMAGNA,FEDERICO CORSO,1
EMILIA-ROMAGNA,GIUSEPPE COSSALTER,25
EMILIA-ROMAGNA,EMANUELE CROSATO,168
EMILIA-ROMAGNA,ELEONORA D'ANTONI,9
EMILIA-ROMAGNA,MILENA D'IMPERIO,30
EMILIA-ROMAGNA,GIANANTONIO DA RE,102
EMILIA-ROMAGNA,VIVIANA DAL CIN,1308
EMILIA-ROMAGNA,CINZIA DAL ZOTTO,378
EMILIA-ROMAGNA,RENATA DALFIUME,267
EMILIA-ROMAGNA,LORENZO DAMIANO,2
EMILIA-ROMAGNA,PHILIPPE LOUIS FRANCOIS DAVERIO,4221
EMILIA-ROMAGNA,MARCO DE ANDREIS,131
EMILIA-ROMAGNA,MARTINE DE BIASI,197
EMILIA-ROMAGNA,LUISA DE BIASIO CALIMANI,74
EMILIA-ROMAGNA,MIRKO DE CARLI,714
EMILIA-ROMAGNA,PAOLO DE CASTRO,34154
EMILIA-ROMAGNA,ISABELLA DE MONTE,3706
EMILIA-ROMAGNA,ROSA DE NUNZIO,10
EMILIA-ROMAGNA,LUIGI DI LIBERTO,197
EMILIA-ROMAGNA,SIMONE DI STEFANO,793
EMILIA-ROMAGNA,MATIAS EDUARDO DIAZ CRESCITELLI,1370
EMILIA-ROMAGNA,HERBERT DORFMANN,97
EMILIA-ROMAGNA,ISABELLA DOTTO,172
EMILIA-ROMAGNA,MARCO DREOSTO,155
EMILIA-ROMAGNA,MICHELE FACCI,2356
EMILIA-ROMAGNA,ROBERTO FIORE,256
EMILIA-ROMAGNA,CLAUDIO FOCHI,1629
EMILIA-ROMAGNA,CRISTINA FOLCHINI,27
EMILIA-ROMAGNA,EUGENIA FORTUNI,68
EMILIA-ROMAGNA,CATERINA FOTI,14
EMILIA-ROMAGNA,MONICA FRANCH,24
EMILIA-ROMAGNA,LORENZO FRANCHI,8
EMILIA-ROMAGNA,CARLA FRANCHINI,1981
EMILIA-ROMAGNA,IZTOK FURLANIČ,61
EMILIA-ROMAGNA,EUGENIO FUSIGNANI,1224
EMILIA-ROMAGNA,CLAUDIA GAGLIANO,79
EMILIA-ROMAGNA,SAVERIO GALLI TORRINI,0
EMILIA-ROMAGNA,CLARA GALLOSI,163
EMILIA-ROMAGNA,PAOLA GANZ,50
EMILIA-ROMAGNA,ELISABETTA GARDINI,2178
EMILIA-ROMAGNA,MATTEO GAZZINI,1089
EMILIA-ROMAGNA,FRANCESCA GEROSA,160
EMILIA-ROMAGNA,PAOLA GHIDONI,632
EMILIA-ROMAGNA,MANUEL GHILARDELLI,5569
EMILIA-ROMAGNA,DANIELA GIANNINI,24
EMILIA-ROMAGNA,GIACOMO GIANOLLA,52
EMILIA-ROMAGNA,ILARIA GIORGETTI,1008
EMILIA-ROMAGNA,PAOLA GIROLAMI,145
EMILIA-ROMAGNA,PAOLO GOTTARELLI,571
EMILIA-ROMAGNA,ROBERTO GUALANDI,105
EMILIA-ROMAGNA,ELISABETTA GUALMINI,50719
EMILIA-ROMAGNA,ALESSANDRA GUATTERI,2995
EMILIA-ROMAGNA,LUIGI GUBELLO,179
EMILIA-ROMAGNA,MARIA CECILIA GUERRA,17211
EMILIA-ROMAGNA,ARAM GUREKIAN,28
EMILIA-ROMAGNA,RENATE HOLZEISEN,247
EMILIA-ROMAGNA,FURIO HONSELL,2620
EMILIA-ROMAGNA,JUDITH KIENZL,164
EMILIA-ROMAGNA,KASHETU KYENGE,15006
EMILIA-ROMAGNA,ALESSIO LA CHINA,14
EMILIA-ROMAGNA,PAOLO LA TRIGLIA,11
EMILIA-ROMAGNA,MICHELE LAGANA',37
EMILIA-ROMAGNA,SALVATORE LANTINO,2392
EMILIA-ROMAGNA,NORBERT LANTSCHNER,615
EMILIA-ROMAGNA,LUCA LEARDINI,4
EMILIA-ROMAGNA,ANNA LESO,63
EMILIA-ROMAGNA,ELENA LIZZI,524
EMILIA-ROMAGNA,FATOU BORO LO,695
EMILIA-ROMAGNA,MANUELA MALANDRUCCO,14
EMILIA-ROMAGNA,MARIO MALOSSINI,1369
EMILIA-ROMAGNA,CHIARA MANCINI,1198
EMILIA-ROMAGNA,GIULIA MANZAN,59
EMILIA-ROMAGNA,SILVJA MANZI,2026
EMILIA-ROMAGNA,STEFANIA MARCANTE,11
EMILIA-ROMAGNA,MARIA MARCIANO',3
EMILIA-ROMAGNA,MASSIMO MARIOTTI,136
EMILIA-ROMAGNA,EMMA MARZARI,2
EMILIA-ROMAGNA,ELENA MAZZONI,2569
EMILIA-ROMAGNA,GIORGIA MELONI,18601
EMILIA-ROMAGNA,ULDERICA MENNELLA,209
EMILIA-ROMAGNA,AGOSTINO MIGLIORINI,243
EMILIA-ROMAGNA,ANDREA MONDINI,33
EMILIA-ROMAGNA,PASQUALE MONTALTO,5
EMILIA-ROMAGNA,ALBERTO MONTORO,12
EMILIA-ROMAGNA,PIER PAOLO MORA,264
EMILIA-ROMAGNA,ALESSANDRA MORETTI,7308
EMILIA-ROMAGNA,MARCO MORI,541
EMILIA-ROMAGNA,ROBERTA MORI,14513
EMILIA-ROMAGNA,ALBERTO MUSACCHIO,60
EMILIA-ROMAGNA,ALESSANDRO MUSTILLO,64
EMILIA-ROMAGNA,KLAUS MUTSCHLECHNER,10
EMILIA-ROMAGNA,DAVIDE NAVA,147
EMILIA-ROMAGNA,LAURA NERI,101
EMILIA-ROMAGNA,EMILIANO OCCHI,9635
EMILIA-ROMAGNA,MICHELE OLIVOTTO,1
EMILIA-ROMAGNA,GABRIELE PADOVANI,7088
EMILIA-ROMAGNA,FRANCESCA PANGALLO,6
EMILIA-ROMAGNA,GIUSEPPE PAPA,486
EMILIA-ROMAGNA,GIORGIO PASETTO,111
EMILIA-ROMAGNA,VALENTINA PIATTELLI,47
EMILIA-ROMAGNA,FABIO PIETRELLA,1630
EMILIA-ROMAGNA,MARIA CHIARA PIEVATOLO,24
EMILIA-ROMAGNA,SABRINA PIGNEDOLI,6163
EMILIA-ROMAGNA,GIULIA PILLONI,25
EMILIA-ROMAGNA,NADIA PISEDDU,1336
EMILIA-ROMAGNA,IRENE MARIA PIVETTI,2809
EMILIA-ROMAGNA,FEDERICO PIZZAROTTI,12301
EMILIA-ROMAGNA,SONJA ANNA PLANK,13
EMILIA-ROMAGNA,KATIA PORTARO,201
EMILIA-ROMAGNA,ALFREDO POSTERARO,1191
EMILIA-ROMAGNA,FAUSTO POZZOBON,55
EMILIA-ROMAGNA,GIUSEPPE PRAŠEL,36
EMILIA-ROMAGNA,SILVIA PRODI,5438
EMILIA-ROMAGNA,FRANCESCA PUGLISI,7880
EMILIA-ROMAGNA,MAURIZIO PUGLISI GHIZZI,0
